date,unconditional_average_rain,conditional_average_rain,accumlated_rain,satellite_flag
2025-06-15 15:00,0.2007,0.3568,3.2111,11000000000000100000000000000000
2025-06-15 16:00,0.0494,0.1128,0.7897,11000000000000100000000000000000
2025-06-15 17:00,0.0000,-999,0.0000,11000000000001000000000000000000
2025-06-15 18:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-15 19:00,0.0000,-999,0.0000,11000000000001010000000000000000
2025-06-15 20:00,0.0016,0.0260,0.0260,11000000000000010000000000000000
2025-06-15 21:00,0.0069,0.1110,0.1110,11000000000000010010000000000000
2025-06-15 22:00,0.0083,0.1333,0.1333,11000000000000000000000000000000
2025-06-15 23:00,0.0298,0.2384,0.4768,11000000000000000000000000000000
2025-06-16 00:00,0.0228,0.1823,0.3646,11000000000000000000000000000000
2025-06-16 01:00,0.0256,0.2047,0.4094,11000000000000000000000000000000
